Register Value,Player Name,Salary in $,Season Start,Season End,Team,Full Team Name
11315,Willie Reed,1015696,2016,2017,MIA,Miami Heat
11316,Willy Hernangomez,1375000,2016,2017,NYK,New York Knicks
11317,Wilson Chandler,11200000,2016,2017,DEN,Denver Nuggets
11318,Yanick Moreira,50000,2016,2017,TOR,Toronto Raptors 
11319,Yi Jianlian,250000,2016,2017,LAL,Los Angeles Lakers
11320,Yogi Ferrell,239767,2016,2017,DAL,Dallas Mavericks
11321,Yogi Ferrell,202300,2016,2017,NJN,Brooklyn Nets
11322,Zach Auguste,60000,2016,2017,LAL,Los Angeles Lakers
11323,Zach LaVine,2240880,2016,2017,MIN,Minnesota Timberwolves
11324,Zach Randolph,10361445,2016,2017,MEM,Memphis Grizzlies
11325,Zaza Pachulia,2898000,2016,2017,GSW,Golden State Warriors
